,customer_unique_id,segment,review_score,review_comment_title,review_comment_message
33805,f530d11fbbe32732c41820751d933a36,Potential Loyalist,1,Péssima,"Não existe rastreamento da mercadoria, pois não há atualização da mesma. Quando houve foi 15 dias depois da última atualização, dizendo que, a mercadoria ainda não havia chegado na unidade SSA."
33715,3ae68a873484afec224de126a94c5974,Potential Loyalist,1,Produto não entregue,Pensei que seria entregue antes do prazo mas nenhuma coisa nenhuma outra
33778,e0c1b1f41aff706e03cd77b39835ec2e,Potential Loyalist,1,demora na entrega,demora na entrega
32996,4b14353d85bb41da9adf35e07d4dd1a4,Potential Loyalist,1,NAO RECEBIMENTO,AINDA NAO RECEBI O PRODUTO
33014,186ea6564c0bea9bfd22c78c5f37f2bd,Potential Loyalist,2,faltou 1 alicate,eu comprei 2 alicates e só chegou 1 alicate
33025,44949c1c7548b4c1ca16261e9138d9ad,Potential Loyalist,1,PRODUTO CHEGOU C AVARIAS,Até o momento ninguém retornou minha solicitação de reembolso pois a película veio quebrada !!!
33053,839c363922615cf40c8fe20a1fe505b6,Potential Loyalist,1,Ruim,O produto não é nada bom fiquei muito insatisfeita. 
32989,2c0118c17af414801e7a47b543d83625,Potential Loyalist,2,Simples,"Funciona como casinha para o meu coelho, mas é muito simples, sem acabamentos bem feitos. Parece feita de qualquer jeito, com os grampos e os parafusos por fora. Não traz instruções para montagem"
33064,37582cc8ad0aa747bda8097d37580545,Potential Loyalist,1,produto falsificado,"comprei achando que o kit de tintas fosse original como está no anúncio! no entanto, vi que fui enganado! a tampa ja estava virada para baixo, o selo foi colado, a embalagem é bem mais fina que a orig"
33072,74958a1f33dd60bc1e5f332b32f6d6c6,Potential Loyalist,1,Não recebi o produto,
32876,81bb109c9a8ce2f7668acc9fe5742ee8,Potential Loyalist,1,PRODUTO PÉSSIMO,PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.
33106,1f25cb84d69fb0538ad7893e5e3cc34b,Potential Loyalist,1,Pedido veio incompleto ,Vieram faltando produtos e até agora ninguém respondeu meus e-mails. 
33249,d88c6d8c0caed386e83167dc6c448dc9,Potential Loyalist,1,Eu quero meu produto,"Comprei a Garrafa térmica,E um kit de toalhas de 10 toalhas,porém só chegou a Garrafa,Até agora nada Das toalhas.......quero muito um retorno por favor"
33291,151e9edb34867eaece4d6e7ae188f261,Potential Loyalist,1,providências lannister!,Vários atrasos e o produto com absurdo de atraso!! Aguardando providências da lannister.com
33308,488c70cb74d7e7d375849c12dad44deb,Potential Loyalist,1,Nao foi entregue,Gostaria de saber como fazer ? Pois não foi entregue .
33314,3de63ee92820ab2271995a05366d5955,Potential Loyalist,2,Demora na entrega ,"Eu recomendaria sim á joga devido a demora na entrega não compro mas no site , só comprarei na loja fisica.. Ainda não recebi meu produto estou muito insatisfeita com a demora. "
33214,caecf185fb75f02fa5514c6ddd989602,Potential Loyalist,1,negativa,"utilizo o site das amaericanas a muitos anos, sempre tive um bom retorno, as vezes demora,mas os produtos chegam sempre embalados. mas dessa vez não recebi, por isso a avaliação negativa."
34875,faebd6e1e9e861b140588f5e459536de,Potential Loyalist,1,Têm que melhorar,Não recebi o meu produto colágeno
34924,82d3f2203b03cb12e76507855da095d3,Potential Loyalist,2,Prazo de entrega demorado,"Sim, por ser medicamento de uso contínuo, uma demora de quase 15 dias para entrega é um absurdo, eu prefiro pagar um pouco mais caro no produto, e receber em 3 dias."
34937,b8ca1e3838f1d2dd740a03128ba1b2ae,Potential Loyalist,2,Faltou informação,Faltou informação substancial quanto às necessidades de outros aparelhos para instalação.
34945,329a1cab27467bedc6c0bb79c47948d3,Potential Loyalist,1,Produto diferente,"Olá, a descrição do produto não corresponde com o modelo recebido "
34852,937b8d4ebb303e18913ad7c7587a92e7,Potential Loyalist,1,ME ENTREGARAM APENAS 01,COMPREI DOIS ITENS ME ENTREGARAM APENAS 01 ITEM E NO MEU CARTÃO FOI LANÇADO 02 ITENS AGUARDANDO CONTATO DA LOJA.
34757,18f701ac2eb0d7cb1aa0134d9aeeceda,Potential Loyalist,1,Não recomendo,"Não existe pós venda, é impossível saber o status da compra. péssimo vendedor."
34775,684fdd89d877968793cfb9c8f7ef7874,Potential Loyalist,1,descrição do produto erra,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta"
34953,c5cb554215ad5b3ff18b2a97e67ac9c2,Potential Loyalist,1,avaliação de recebimento ,"O teclado sem fio veio com peça faltando o que impossibilita a conectividade com o PC e o mouse veio sujo, amarelado, com aspecto de usado. Solicitei a devolução com emissão de voucher de crédito."
35180,7b0b4da90f4fb19fe03e9c846c77c7e6,Potential Loyalist,1,Mandaram a cor errada,Não veio a cor que solicitei marquei azul e veio vermelho estou insatisfeito com o vendedor gostaria de saber qual será a solução que vcs vão me dar
35133,04f2f663f487d69ed819642a845d53e3,Potential Loyalist,1,péssimo ,"produto veio errado, fiz todo processo para fazer a troca. me deram 2 dias para me responder e nada. liguei e pediram para esperar. amanhã vence o prazo pra devolver ou trocar. vão me obrigar a ficar"
35147,83e196722e24231a97389de0f3d173c3,Potential Loyalist,1,RUIM,recebi outro produto e até agora não tive retorno para fazer a troca
35179,de992d3f66b14c35f8335cbb188669e1,Potential Loyalist,2,Não recomendaria,"É a difunda vez que tento comprar e o produto veio errado. Vendem produtos que não possuem estoque, só dor de cabeça, não recomendo."
35184,b5b399aa95d34e6b4866b7ccee226a7b,Potential Loyalist,1,cartucho não original,"a impressora identificou os 2 cartuchos como não originais, as impressões estão com desempenho inferior"
35006,c401c4e87b4980865262b5d6ce19061e,Potential Loyalist,1,diferente da compra,produto veio errado
35035,f6bd60ae86266e0e13b8fef85e760e24,Potential Loyalist,1,excelente,Profissionalismo
34238,709c286a652f0f46a1d34ad1aada2ccf,Potential Loyalist,1,ruim,"pedido efetuado e pago em 06/08/2018, e ainda não entregue"
34273,f6a4e5319e3d15bbec63585801f441ac,Potential Loyalist,2,Não Funciona,"Recebi tudo no prazo certo, mas o controle simplesmente não funciona!"
34342,76a0cd11c93798fac74516330bd7bf3a,Potential Loyalist,1,Não recebi ,Tá demorando mt
34032,453c36e61ab9d23453cf9bfb61cd9c74,Potential Loyalist,2,MAIS OU MENOS ,produto de qualidade muito ruim nao recomendaria esse produto 
34051,bab51137b90b0fcec74bf6f9b47d3511,Potential Loyalist,2,Insatisfação,O produto veio com a lente de outra marca que causa alteração visual já comprei anteriormente um óculos da mesma marca e não tive esse problema. Parece que só a armação e original.
34096,07fbf7cd2d1a81e2c4f88c9ff0148815,Potential Loyalist,1,0,Não recebi
34149,51463b8451bcff25e1e2d1317e7f798e,Potential Loyalist,1,Recebi o produto errado!,"Recebi o produto errado e a central de atendimento é muito ruim, não consigo entrar em contato, respondem email quando querem e não resolvem meu problema!"
34592,2f0ce2fb407114dbfa866f22c7cf9e9d,Potential Loyalist,1,Comprei e não recebi,
34348,d087eb5013713214484f21e736ea793f,Potential Loyalist,1,não recebi o produto cert,não veio o produto que eu comprei.
34664,f700c475c69e4402aeaf4b55d531a2b2,Potential Loyalist,1,Nao Recebi o pedido,"Olá 
Boa Noite
Até o momento nao foi entregue o meu pedido de capa para notebook que estava previsto para ser entregue entre as datas 28/06 e 29/06
Gostaria que verificassem o que aconteceu?"
31014,5fe117882be55ee9ad0d6c6c56d11019,Potential Loyalist,1,Um produto não entregue,Um produto não entregue...
31071,fea3fe25fcf1d736dc7b2cc72a0749e4,Potential Loyalist,2,xxx,"Não recebi, não posso avaliar."
31209,d4f7753a2bbb5e381d5d0002e56e32f2,Potential Loyalist,1,produto insatisfatorio,demora na entrega e produto de baixa qualidade
31538,251a560be0810a220e914f59dce397f5,Potential Loyalist,1,Devolução ,"Quero devolver, pedi branco com rosas vermelhas, venho bege e é diferente da foto."
30881,8fdb30046559b506b2ea1588cdfded0d,Potential Loyalist,1,problema com o relógio,O relógio foi entregue sem nota fiscal nem manual
30897,307bd4456e37d80e3b042754f546229d,Potential Loyalist,1,PIOR COMPRA,"Além de demorar, não chegou."
30964,036fad4da661be7be3ad588329aefc1b,Potential Loyalist,1,Não recomendo!!!,"Comprei um carregador veicular da Belkin, porém, ao ligar no veiculo pela primeira vez queimou o carregador e a tomada do veículo. "
31216,c68fc87e71247306abfec35ecd41ab78,Potential Loyalist,1,Não recebi meu pedido,a greve é dos caminhoneiros e não do Correios odiei
31224,e7a33387c87622502c3de0b339f33c4f,Potential Loyalist,1,Produto não foi entregue,O prazo encerrou no dia 10/11/2018 e até presente data não foi entregue.
31457,df3df161e7cbc66bc66d50cc1649ecc7,Potential Loyalist,1,Saias de cama,"Produto mostrado no site é muito diferente do que recebi. O que recebi o tecido é muito fino e estreito.
Estou muito insatisfeita com o produto."
31433,20f77de1f10558efadeacaa8cdb01a76,Potential Loyalist,1,não. chegou ,foi prometido entrega até 02/08/2018 e até agora nada.
31472,cc01683ca3f5fadd819ec762f7f1252c,Potential Loyalist,1,Pessimo,"Estou tentando devolver o produto desde antes dele ser despachado. Agora recebi e veio errado. Só invés de 2 nichos de banheiro, recebi 2 tanques de lavanderia. Quero devolver o produto com urgência."
31477,267be302d24a41f6bef3178c38dcc513,Potential Loyalist,1,Falta de respeito,"Até agora não recebi meu produto e nem os correios receberam para fazerem a entrega, uma vergonha que está me trazendo muitos trastornos."
31512,403154a2422a93ddc845eef120374d97,Potential Loyalist,1,Não foi NF,O produto fala que é felpudo e com mais de 4 cm e não é oque se fala e demorou entrega
31381,64ee3e71d9a27034db0c6a48c29d35d5,Potential Loyalist,1,Veio faltando o carregado,Veio tudo bem embalado antes do prazo mas veio faltando o carregador 
31377,972b3cab9d228d92b56e7d3c5e131d86,Potential Loyalist,1,não recomendo,Comprei um jogo de latas e recebi MARMITAS! 
31261,d1e6c8c7d7221901a3ba73196f98b9c5,Potential Loyalist,2,Comprei 2 produtos,"O case para HD, chegou corretamente, mas a capa para notebook não foi entregue, só havia 1 encomenda no pacote."
31267,43fe8326b27663855afa3b0c49acee63,Potential Loyalist,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor"
31291,a3e12e9f31289b91c80634e5c251b40d,Potential Loyalist,1,PRODUTO COM DEFEITO,"Cartão Micro SDClasse10Com Adap64GB Sandisk , rec. dif. do anunciado não funciona parece prod. paralelo reportei no site das lannister o ocorrido em 17/05/18 até o momento não tive nenhum retorno"
30825,1bc379b99432b6731cd1b96c48528a53,Potential Loyalist,1,Falta quantia,Eu comprei duas bonecas lol é só veio uma
30822,a4eec4ef7d6c7a0f6f6256a9d53fc197,Potential Loyalist,1,Produto falsificado ,O meu produto veio falsificado . o passo 2 da progressiva veio quebrado .
30394,f8e6b266119a106afd5e4b906532f33d,Potential Loyalist,1,Zero ,Tem mais de um mês que fiz a compra mas não recebi. Quero a devolução do dinheiro 
30522,effe219869e5a4e0869c3a27b75b56df,Potential Loyalist,1,Produto veio diferente ,Produto veio diferente ao anuncuado. Liguei e só esperando o código para a devolução do produto e reembolso do valor pago.
30365,35fb402bc5af8af48779036daa38621e,Potential Loyalist,1,Ruim,
30224,7ab3a0a367344e6c8143e3313986ad49,Potential Loyalist,1,PESSIMO,"O PRODUTO O QUAL CHEGOU EM MINHA RESIDENCIA , ERA SIM O PRODUTO O QUAL EU HAVIA FEITO O PEDIDO, POREM O PRODUTO NAO ESTAVA NOS PADROES O QUAL DEVERIA SE ENCONTRAR , FOI UMA FALTA TOTAL DE RESPEITO ."
30249,7c61427e77647ea9340c4d2c75ed0e3e,Potential Loyalist,1,ainda recomendo,"Se o produto não chegou, como pode ser obrigatório o preenchimento da avaliação geral ou se eu recomendo a loja?! Piada né?!"
30265,971c2c9f771f31f9e88687edf04f37c1,Potential Loyalist,1,Produto atrasado,O produto não foi recebido no prazo sem nenhuma justificativa explicando o motivo do atraso
30275,3f9bf0cdc9acdfc5d60a8cdbee567cc2,Potential Loyalist,1,Entrega atrasada,Ainda não recebi o produto...
30295,25c8b790b3dfcacce54015fd1076f284,Potential Loyalist,1,Não Recebi meu pedido,"Olá, meu pedido não foi entregue, quero saber o que aconteceu se não for resolvido eu vou querer o meu dinheiro de volta.
Agradeço desde já."
30521,8cabd14272f05262621ffa151546bac6,Potential Loyalist,1,"Consta que chegou, mas na",CONSTA QUE FOI ENTREGUE MAS NÃO CHEGOU NADA
30524,f1a72f5125865e4d3ed969e54f18157c,Potential Loyalist,1,Insatisfeita,"A cadeira veio com defeito de fabrica, uma solta para encaixar as partes em um lugar totalmente errado. E fora isso um pe veio com um pedacinho quebrado e a capa plastica branca do pistao veio rsagada"
30723,a4509269e74316a4e650ec62a21b6e79,Potential Loyalist,2,Luminárias,"Uma das luminárias chegou amassada, mesmo protegida na caixa. O material de alumínio é táo fininho (quase uma casquinha). Quando se le que o material é ^alumínio^ imagina-se de melhor qualidade."
30795,37ae7c58b4be022ce76874059d56d998,Potential Loyalist,1,Péssimo ,Eu quero o meu produto. Eu paguei. E nao recebi. 
30671,2c55cfbf3e1251ec07d18c33d70da7aa,Potential Loyalist,1,odiei,"infelizmente não fui feliz ao realizar essa compra, pois ate hoje a minha encomenda se encontra parada nas agencias dos Correios "
30668,9035b680491fe660ceaa34dce5af4d52,Potential Loyalist,1,Não corresponde!,"A garrafinha não possui 1,5 L conforme anunciado, nem se encher até a tampa! E o material também não é lá essas coisas, para mim não valeu o preço pago."
30575,6c50a1d82303c16736b2ee32920f0d30,Potential Loyalist,1,PRODUTO IMCOPLETO ,"eu comprei um kit + acessorio so recebi uma central e um controle

veja o que tinha na distrição da compra é veja o que falto
4 Sensores Magnético Xas 4000 1 Sirene Para Central De Alarme 1 Bateria"
30582,14054237c41b123b682dbcff19e9ca6b,Potential Loyalist,1,Não recebi,Está perdido nos Correios. 
30651,b463a8269222e847080bf23fc3b06218,Potential Loyalist,1,Pessimo fornecedor.,"Pedido de 03 balanças.....depois de atraso na entrega...recebi apenas 01 balança...Nota fiscal rasurada na quantidade.....má fé total.....
Estou cancelando compra junto a administradora de cartao...."
32330,4d96714bb58abb631a3752375807bbc1,Potential Loyalist,1,nao entregaram,Ja e a segunda encomenda que não chega na data prevista. A anterior demorou muito e essa ainda não chegou 
32372,a73031fcd093e2e6f46dc11bb2760832,Potential Loyalist,1,O Produto foi Roubado,Não é possível avaliar o produto pois o produto foi roubado nos correios e até o presente momento eu não recebi a reposição.
32437,216e566e0da9e92bc55da2e78db47a88,Potential Loyalist,2,Chegou quebrada!,Chegou quebrada pois a embalagem era péssima 
32298,f5533ec1e61c73fc8457bb73769730fc,Potential Loyalist,2,Regular,"O produto veio mais rápido do que esperava porém o frasco veio faltando produto pois vazou na caixa, maior cuidado ao embalar, verificar lacração do produto"
31548,f88942ffa9a0e456aaa64943dbfb2daa,Potential Loyalist,1,Quantidade incompleta ,"A propaganda é uma caixa com três pipetas, mas me enviaram apenas uma pipeta. "
32189,ca016d7c685486dfa9c45b8838890314,Potential Loyalist,1,tranca moto,produto fraco
32196,3d310b892437fdb1d91d71bc86fb8320,Potential Loyalist,1,Caiu muito no meu conceit,Produto com 15 dias de atraso do esperado.
32201,600b095965c455653716468d65c234cf,Potential Loyalist,1,Insatisfação ,"Recebi o produto errado, há três dias tento resolver e não consigo. Quero devolver o que recebi e não sei como fazer. Quero receber o valor de volta, pois tive que comprar meu produto em outra loja."
32455,4adb08de8932929dcf4fb86147020329,Potential Loyalist,2,tamanho,Pensei que 16 cm fosse o comprimento do menorah (total do espaço entre as velas) e não a altura.
32608,bd3c54cfb4d231a2b0d7f26b3f9549de,Potential Loyalist,1,BOM,PRODUTO PARECE QUE JA FOI UTILIZADO FEIO TUDO SUJO E RISCADO
32652,0c35dda0683add11df3fe84a8a4135a1,Potential Loyalist,2,termômetro de forno,"embora tenha recebido o termômetro de forno, o mesmo é muito diferente da foto apresentado. 
Mesmo tendo a informação q as imagens são ilustrativas, sugiro q sejam mais fiéis ao q estão 
vendendo. "
32765,abb16b18174f3efaef2feb1adafa36e2,Potential Loyalist,1,Péssimo ,"Meu produto está errado. A nota fiscal e prodito está na nome de outra pessoa. 
Eu não estou conseguindo entrar em contato pra pedir o meu produto certo"
32787,9a418bbb6aa5db28d91f0e306cac5311,Potential Loyalist,1,0,Péssima compra!
32789,d0ebec9a57de286119b6fa15a427e96a,Potential Loyalist,2,Muito rapido,Gostei muito 
32478,48d379b84eef0b6d463d3c7d6f0f5eb3,Potential Loyalist,1,Produto com defeito,O produto tem um pequeno defeito e eu solicitei a troca. Estou aguardando instruções.
32492,1da711f9e39c5e80c145a5285cb4acdf,Potential Loyalist,1,mercadoria não entregue a,Não posso avaliar se ainda não recebi a mercadoria
32497,ca36805a06d8dd07a07a83aaa13f344f,Potential Loyalist,1,Não recebi o produto ,Não recebi o produto e ainda não tive o reembolso 
32542,3e544080d5c6dddc9c12925be95c1164,Potential Loyalist,1,recmento não o produto,"não fiquei satisfeita com a qualidade do produto, a panela vaza muito vapor e agua durante o cozimento."
32550,0156e3456c1959644b2da32c2cee358c,Potential Loyalist,1,Difícil avaliar ,Fica difícil avAliar se ainda não recebi o produto 
31786,fc2261ae2c583aa2e68241456a6467c8,Potential Loyalist,1,Fui enganado,Fui enganado por um produto similar ao da bosch....nao prestei atenção na hora de comprar...quando foi minha surpresa ao receber e vi que era um produto similar...se fosse pra comprar um produto desse
31824,aacaee9b6a108af94b55bd45b03274fc,Potential Loyalist,1,Relógio falso,"Relógio falso, me admiro com uma loja grande como as lannister permitir terceiros a vender produtos falsos"
31825,ae4395be33e633d0c87010d59847e5ed,Potential Loyalist,2,Sem recomendação,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20
31827,ae4395be33e633d0c87010d59847e5ed,Potential Loyalist,2,Sem recomendação,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20
31848,460ee895c59eeeecd5ba9795752e59cd,Potential Loyalist,1,recomendo,"material com uma qualidade muito boa,letra para leitura muito boa,e foi entregue tudo certo."
31576,7eb01c1ef439cd15ed3a4cc601d15dd8,Potential Loyalist,1,Serviço de baixa qualidad,"Recebi o produto errado.
Comprei um Soprador para Pet e recebi um bebedouro para Pet com a NF em nome de outra pessoa"
31593,3bbf03908fb2863f5537cec78cf5f70b,Potential Loyalist,1,Não entregaram o produto,"Loja péssima, não cumpre com seus prazos!"
32008,02ba7b822bc05258fc0b790a1a54bc36,Potential Loyalist,1,Material faltando,"Bom dia
Comprei 2 controles e chegou apenas 1"
31870,820c3c979ae7d6055d37b1a01809fb63,Potential Loyalist,1,Não recebi o produto.,"Olá. Não estou entendo o que está acontecendo. Dizem que o produto foi entregue, mas a principio não recebi nada."
31881,a20d1c64e825c4683f3a7436e2dceca4,Potential Loyalist,1,Demora entrega,Nunca fiz uma compra pela lannister que demorasse tanto a receber. Gostaria de saber o motivo! 
20197,c1a95094d6ecfd41d44bf9b770a4c505,Potential Loyalist,1,Compra kit maria escandal,Estou em dúvida se é um produto original o kit maria escandalosa...pois o nome do produto é um papel colado...estou em dúvida mas ainda não usei.
38778,3ae8c60f0accef7157c38fccbaa4679a,Potential Loyalist,1,não recomendo,"pelo valor pago a qualidade foi bem inferior, eu não compraria novamente"
38794,aa26d42b1e161d0deefbd5c9ae974d7c,Potential Loyalist,1,cancelamento compra,Foi cancelado a compra antes da emissão de nota fiscal e mesmo assim entregaram o produto sem efetivar o cancelamento solicitado.
38638,c9a7082c7fcd2d95243b4c971e996abc,Potential Loyalist,1,regular,material inferior ao esperado
38483,2604117c1b7f93e6dc4ee94a32098440,Potential Loyalist,1,voltagem errada,"No anúncio não informa a voltagem do produto, "
38538,374a977249df7fd838c1fe68843b33b1,Potential Loyalist,1,por enquanto...nenhuma ,Comprei 2 espadas do minicraft 60 cm brilhante azul. Recebi apenas 1 (uma) e de 45cm. Quero receber as duas espadas adquiridas e no tamanho que foram vendidas e pagas.
38597,2c8e68cad3121e0794c0c0e125a036dd,Potential Loyalist,2,Regular,Um dos pneus não deu alinhamento a bandagem está fora de centro só poderei usá-lo como estepe
38562,2acee48717b1474614688bc1c560525c,Potential Loyalist,1,Produto com defeito,"Bom dia recebi o produto mas ao usar percebi que está com defeito nas lâminas, estão desalinhados e o pente montado torto como faço para trocar?"
38568,edbc2c563c362f512885b9638445891c,Potential Loyalist,1,Comprei 4 produtos e rece,Comprei 4 produtos e recebi apenas um. Quero receber os três restantes.
38575,c9aa56428d8b5bba23a9c7a435b09645,Potential Loyalist,1,Ruim pecimo ,"Só chegou metade do que comprei fiquei tentando entrar em contato com a loja ou com quem 
Quer qui seja e não obtive resposta "
38796,b8b8e02a1e6a3ff488f170dc5a0fd9ff,Potential Loyalist,2,Não recomendado ,Alojas lannister mantem parceiros que não agem como ela pois comprei 04 colchas de casal chenille e a empresa parceira só me encaminhou uma e nem o codigo de rastreamento das demais foi encaminhado .
38811,130825f7be6a31dab586c567c592b2cb,Potential Loyalist,1,Ainda não recebi o produt,
39114,653096d4b711b381839747aa42a76b78,Potential Loyalist,1,Produto errado,Comprei um produto e veio outro. Devolvi o produto. 
39128,05cb25c0b98e8d6f839049d97adfecab,Potential Loyalist,1,não recomendo,"fiz uma compra de duas garrafas super caras, recebi apenas uma. e o principal o filtro de quase 600,00 reais não vieram estar no meu e-mail como entregue. so tento recebido uma garrafa. gostaria resp."
38992,7058e3a031a68395e4c985414b389dea,Potential Loyalist,1,Péssimo,O produto recebido é diferente e inferior ao adquirido.Não confere com as especificações anunciadas.
38820,d0362502da3b59199ec21fe40b325f1d,Potential Loyalist,1,Cadê meu produto ?,Quero devolução 
38859,a56df37f1251ec47d5ad53dab3043f38,Potential Loyalist,1,Propaganda enganosa,"Além do produto ser réblica de acabamento grosseiro, feito com o pino da catraca solto.
E estou tentando efetuar a devolução mas a lannister não está me dando esse suporte.
"
37978,83476105a4e9a12fcddd09081dc6cefe,Potential Loyalist,1,não recomendo,"não consegue falar com o vendedor quando tem problemas, não tem numero de telefone para entrar em contato, um lixo"
37923,6f692962aeac7cd4a868499095b24849,Potential Loyalist,1,pedi 2 desktops chegou 1,so recebi um desktop e na nota fiscal vieram os 2 estou com medo de nao me entregarem
38047,a1812e70a075e9ac3e1f6d5902a72e4a,Potential Loyalist,1,Reclamação,"Bom dia.
O produto veio quebrado. 
Quero a troca."
37915,07522c9e3faeb9e86aafa0dc95f2db2b,Potential Loyalist,1,Produto fora da embalagem,"O produto veio somente na caixa de envio, embalado no saco bolha, com aspecto de produto usado. "
37803,5ecc0af8adb07684da096d602bdec28c,Potential Loyalist,1,Ruim,
38380,48ce3450c17d577bbe48dd240380f088,Potential Loyalist,1,não recomendado,O tapete não chegou na data prevista. e veio errado o tamanho que encomendei.
38395,91d1f07e8f445d5c017f90a0047b07c5,Potential Loyalist,1,Pior possível,"Comprei um coisa e recebi outra, já enviei e-mail e até agora ninguém entrou em contato comigo."
38322,d7b23ec12acc9df1a7f032ae6b276976,Potential Loyalist,1,Nao atendeu minha especta,"Produto naõ atemdeu minha espectativa ,material muito fragil e fino"
38294,91063750ff2a65c3ca7342c433dad7d2,Potential Loyalist,1,produto ruim ,"esse afiador e uma porcaria ,enganação ,melhor uma pedra para amolar manual ,me ferrei "
38218,4bc2330b457b3ee80867b82aa262ec7a,Potential Loyalist,1,Produto veio com defeito ,"O produto veio com defeito. Solicitei a entrega e não obtive nenhuma resposta.
Horrível "
38219,76d76cd68a25d9a8b6b99dc4194aaf0a,Potential Loyalist,2,Regular,O produto que recebi ñ foi igual ao anunciado. Já mandei email e já fiz reclamação no site. Estou aguardando resposta!
38281,eba2de5c64558d5d4f36a93174adce85,Potential Loyalist,2,péssimo *,mercadoria super atrasada e nem satisfação
39949,cf5312d1e36fd9513965c68fe57619a3,Potential Loyalist,1,MEU PRODUTO NAO CHEGOU,Gostaria de uma posição porque meu produto nao chegou 
39976,8d35dc642ad984416aa918cf6a85704c,Potential Loyalist,1,Produto incompleto,"Comprei 2 kits do polivitaminico hemovital ,onde cada kit tem 10 unidades ,pôrem só me mandaram 2 unidades ao invés das 20 unidades .estou aguardando pra ver a resposta deles ,espero q resolva isso."
39856,9d49060286ba1c6b51b5a0dae9e73633,Potential Loyalist,1,Solicitei a devolução ,Recebi um produto diferente do que foi requisitado. A imagem do anúncio não condiz com o produto recebido.
39151,211874260152edc67405ac57428cc89d,Potential Loyalist,2,Nao recomendo,
39707,0b1863ef940d2c99493c2c551d7e3470,Potential Loyalist,1,"Não Recomendo""!!!!!","Não recebi o produto conforme o combinado!
Comprei dois kit e veio somente um!"
39798,cb3795ed4f0461c70f8b6eca66c25d0b,Potential Loyalist,1,Produto diferente,Foi enviado um produto totalmente diferente do modelo de anuncio! Nada resolvido.
40324,70a618fb02f696a6cabe4de1c7d48654,Potential Loyalist,2,Veio sem um dos ilhós,"Veio sem um dos ilhós e por isso o tecido nessa parte esgarçou, espero que na troca venha perfeito."
40245,f76b64c64d5c95d10ec203542b2f827c,Potential Loyalist,1,nao recomendo,comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste
40286,c8babdfe577a3902d104ec0dfbacda05,Potential Loyalist,1,Não foi entregue no prazo,Até o momento não foi entregue 
40363,ac3d0170d3ca79e7512a06a516f4621d,Potential Loyalist,1,Produto veio cor errada ,"Produto está descrito preto, chegou branco. "
40375,52bfbce3fe777635d0c5bb7b948ea28d,Potential Loyalist,2,Não recebi todos os produ,Comprei 05 unidades do produto. Mas recebi até o momento apenas 01.
40382,1c82e048ed0403e0651365bc7fcaa7e7,Potential Loyalist,1,Atraso na entrega,Quero saber quando entregarão o produto? Era presente de aniversário e não chegou na data.
40080,35da8188d2ec392ebd41e4d29d68c14a,Potential Loyalist,1,1,MUITO MAU ACABADO NÃO RECOMENDO 
40142,2c2a98a86dc958c61af54a409c473b31,Potential Loyalist,1,Regua fora de escala,A régua medidora é totalmente fora de escala. Não tem a menor utilidade. A distância entre o 50cm e o 150 cm é de 90 cm e não de um metro!
40169,9380a3de076eff518b52cd53486063e9,Potential Loyalist,1,com resalva,"as duas embalagens vieram muito amassadas, quase devolvi o pedido. Não compro mais desta loja."
40183,614dcb8b0369ff56b3154329ebbc6b9c,Potential Loyalist,1,Decepção,Pessima loja. Vendem recebem e não entregam. 
40189,93ed318c43f54a2162e4377e7122ee0a,Potential Loyalist,1,um serviço pessimo ,comprei dois produto só chegou um
39695,133712ad4fe8e5ec9e21cf71a5719c30,Potential Loyalist,2,Esclarecimento,Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.
39283,8b4d9feb28e547c327fd4d2a295aeeca,Potential Loyalist,1,Uma porcaria,Meu produto veio errado a voltage que eu pedi foi 127v e mandaram 220 que nap serve de nada para mim ja solicitei a troca pelo site da lannister mas nap time nenhuma resposta. Me sinto lezado.
39317,9f9a1cd9db5d99427cf4ac49f03bba4e,Potential Loyalist,1,Pessimo ,"Ola boa noite , produto não foi entregue ?"
39414,c06ae76d161419a8a120464cb9a6d754,Potential Loyalist,1,Atraso entrega,Não recebi o produto 
39345,46641650a4cc7d3077f40de3244233b3,Potential Loyalist,1,Entrega,Péssimo atendimento. Nao me deram nem explicações para este 1 MÊS de atraso. Nunca mais faço compras pela lannister.
39267,7b45e009442d2c0032485d3a6ab5f509,Potential Loyalist,1,Sugestão ,"Apenas um detalhe, a película de vidro não é recomendada para o Xperia XA1 pois a sua tela é abaulada e a película não adere nas margens. A película recomendada é de Gel."
39157,bfec92e1ec04145002c3827e2246afd1,Potential Loyalist,1,nao recebi produto,pessimo
