USER,DATE,STAR,LIKE,TITLE,REVIEW
flounder818,2021-09-18 09:01:43-07:00,4,0,Create a Label…,I really wish there was a way that I can indicate if the sounds were from me or my husband. Would be nice to create a Label because my husband doesn’t believe it is him.
FlagstaffLit,2021-09-18 09:00:26-07:00,4,0,EVP and more,Pretty fun app. I’ve been sleeping the whole night through without my radio on. And I caught an EVP saying my name while I slept. I’m sure it’s my late sister.
filling up blank space,2021-09-17 22:04:40-07:00,4,0,Good but could be better.,"My number one gripe is that it doesn’t register between sound coming from my phone vs. me and my environment. If I use my phone for white noise it picks it up all night long. However, sometimes it doesn’t register when I’ve gotten up to feed the cats or go to the bathroom. The app is both sensitive and insensitive. 

Also, if I wake up before the alarm goes off I’ve learned to stay very still to avoid it going off. Weird side effect."
Centus,2021-09-17 13:13:04-07:00,1,0,Shameful behavior,"I have been a very satisfied user of Life Cycle for several years. it was easy to use and it accomplished its purpose faithfully. A few days ago, as I tried to set it up before sleep, and without any warning, I received the message “please allow location services in IOS settings”. This was not an option. I HAD to set location services if I wanted to go on using the app. This startled me and I thought, “why would an app that tracks sleep would need to know exactly where I am located?” I concluded that this was a blatant and irresponsible attempt by the developer to mine personal data for money-making purposes. Most distressingly, it is data pertaining to my health and personal habits that is being collected by the app.  God knows what hands these data ends in. I immediately uninstalled the app. This is shameful."
WG533466,2021-09-17 01:59:46-07:00,3,0,Not great when you don’t sleep alone,"My husband travels for work, and when he’s gone, it’s not bad. (Not perfect, but not bad.) But when he’s home, it can’t differentiate between me and him. Yes, I know your partner can download the app and you link up your apps, but he’s not going to do that, and I wouldn’t ask him to. So Sleep Cycle thinks I slept half the amount I actually did last night, and thinks I snored for 1.5 hours (I don’t snore). 
The app also has really limited noise recognition capability and options. Noise outside of the window - birds, traffic, etc. - is heard as talking or movement."
JTillman71,2021-09-16 20:51:27-07:00,4,0,Awesome,I like this app a lot. I truly think that it helps me to fall asleep around the same time every night. I have had better sleep using this app. One thing I wish is that it offered me the discount more than just after my first night using it. I would upgrade if I were offered the discount again.
I hate this update. Garbage,2021-09-16 08:15:54-07:00,3,0,Good app but,"I like this app but there is some room for improvement. I have the premium version so I have a lot of nice sleep aid sounds to choose from but I wish the sounds played all night instead of the maximum time of 90 minutes. I feel like it should be an option. Also, it could be more accurate."
kellykp,2021-09-16 06:21:48-07:00,5,0,Good way to wake up in the morning,This App has replaced my alarm clock. I usually don't fall back asleep once awakened
Minecraft dojo,2021-09-16 04:37:49-07:00,1,0,Alarm didn’t go off,Volume was up.
skyldpod,2021-09-16 01:51:07-07:00,1,1,Oh just stop,"Sleep stories are forced and sound constipated. Yale peaked in 2012, admit it, find what you were good at, and either get motivated or get out."
emolz,2021-09-15 10:02:18-07:00,1,0,Hard to Cancel!!!,"I started the 1 week free trial of the premium version, and I cancelled the trial within a week so I wouldn’t be charged $29.99. Haha turns out it’s super difficult to cancel, since there’s no option on the app itself. Had to cancel through Apple subscriptions, but guess what…I got charged $29.99 even after deleting the app… they just want money.."
Sarah Hale1,2021-09-15 06:15:13-07:00,4,0,Good tracker but needs fixes,The time that it reports as time to fall asleep is usually inaccurate and reports a way longer time than it actually is. It would be great if there was a way to edit it so that it’s accurate. The heart rate monitor is a bit buggy as well and doesn’t always work.
bchnyc,2021-09-14 19:35:58-07:00,3,0,Not like it used to be,"Latest version is not working correctly. I set the start button and it still stays on start. I think it’s working when I see the icon in the upper left of the screen. When it goes off, I can’t get it to stop. I have to force quit the app."
T.isfortiggers,2021-09-14 01:16:12-07:00,1,1,Update downgraded my account,"I bought this app years ago in order to have access to all the features. Now, in an attempt to get more money they have changed it so that you must pay a subscription fee to access premium features. Despite my already having paid for and used those features for years, they took them off my account and are asking me to pay a subscriber fee. Terrible way to build customer loyalty. New changes to the pay structure shouldn’t affect users who already purchased the app."
Typical Kid,2021-09-13 07:30:21-07:00,5,0,Best sleep app that I’ve ever got,Definitely recommend. The alarm feature allows you to wake up in natural sleep cycle. And the analysis is spot on. Really good app!
issadiamond,2021-09-13 04:23:55-07:00,1,0,not free,you have to pay if you want to hear any of the recordings
Person that sleeps,2021-09-12 21:11:01-07:00,5,0,Phenomenal App,"I’ve had this app for 4+ years now. It’s always woken me up in the midst of a dream or light sleep, even on days when I only get a few hours of sleep I wake up feeling better than days I get woken up by another alarm or by noise outside. I also like how you can set the wake up track to whatever you’d like and the calming background noise options are great too."
Zsofica70,2021-09-12 12:30:52-07:00,5,0,"I like this app, but...","I give 5 stars because I've been usi g this app for years and gave me a lot of good insights about my sleeping habits.
But today when I wanted to look at the weekly/monthly/yearly/all statistics the app just froze. I have an iPad XR.
Could you find out what's going on?"
tempestt88,2021-09-12 10:59:03-07:00,1,0,Just want money,I purchased the premium features in this app years ago and have been a loyal customer. Today I open the app and am now being told I need to purchase a subscription for premium features. I understand why companies have switched to subscriptions but why screw over long time customers?
kategwidt,2021-09-11 04:23:37-07:00,4,0,"It’s alright, but...","I use YouTube videos as background noise to help me sleep, and I discovered this morning when I was half asleep that having this app on in the background randomly turns the volume up and down. Rather annoying, and doesn’t help me fall back asleep, as I have to keep fiddling with the volume since it gets too loud."
unicorncat111(dont juge),2021-09-11 01:58:09-07:00,1,0,Location need !!!! No,"The reason for my location is for weather
But I don’t need to know the weather 
when I am sleeping 
if there s urgent there is Amber alarm"
Haha06,2021-09-11 01:22:14-07:00,1,0,No longer works if you don’t share your location,I have been using this app for a long time. Loved it until the most recent update.
Will Hass,2021-09-10 13:51:39-07:00,3,0,Location,"I HATE the update that mandates I turn my location in to use this. I am not traveling from place to place in my sleep, and even if I was, the fact that the phone must be placed face down during the night means it wouldn’t be going with me! Fix this stupid update please!"
emmileighs,2021-09-10 11:08:28-07:00,1,0,Not impressed,Pretty much doesn’t work if you sleep with someone else
arestocracy,2021-09-10 09:27:42-07:00,4,0,Takes a full minute and a half to give me my results,"Not sure what happened but the past 1-2 weeks or so it’s taking a full 1.5 minutes from the time I tell the app I’m awake to finally show me my “results”. Until then the app screen is just blank.

Also “results” is more accurate because, as another reviewer noted, app doesn’t seem to realize I’m awake at all when I’m actively browsing Twitter while on the toilet in the middle of the night, for example.

That bothers me less than the 1.5 minutes of waiting first thing in the morning."
XOJESVS,2021-09-10 09:03:57-07:00,1,0,Forcing Premium,Really liked this app until they put their free features into the premium so now it’s pointless for me to have this app. Deleting.
Gammasboo,2021-09-10 00:13:36-07:00,1,0,Stopped working,"I’ve used this app for several years and all of a sudden it stopped working. I deleted the app, reinstalled and it worked for one night and now it won’t open. It’s very frustrating. It worked fine until i did the update. Guess I’m going to find another sleep app. Disappointed to say the least.😢"
Kmmmer,2021-09-09 14:51:56-07:00,4,0,Use almost every day,"I have used this for nearly 800 days so probably 4 years and I love it! Usually not weekends and miss a day or two here and there. I believe the smart alarm feature is  amazing for those who have problems waking. I use in conjunction with a sleep calculator using the time I expect to sleep and choosing the best time to wake. I did pay for premium features when I was actively trying to improve sleep quality and think it was totally worth it. I would be sad but would also pay a one time fee to keep the app with the fixing of the snooze feature on the smart alarm. Ps I’ve never paid for any other app

Sadly I heard from people that I have recommended this app (and now I see here as well) to that there is now a registration and required trial which everyone is turned off by. To the owners of the app, it is excellent and people will pay if it works out for them but please change the barriers to let them try. 

That’s why I gave 4 not 5 stars

Also second the smart alarm snooze fix."
SATXRN,2021-09-09 04:42:21-07:00,1,0,Alarm not going off,"Ever since the latest update, my alarm hasn’t been going off for some reason. Previously it worked flawlessly and now it doesn’t."
SgtAlec,2021-09-08 23:42:04-07:00,2,0,Location Services?,I used to love this app - helped me get great sleep every night and wake up refreshed. But why in a recent update would you force users to turn on location services? I keep getting a pop up that forces me to turn on location services or I cannot set an alarm. I do not see a need to share this with you. Please revert to the previous version and let me sleep
Kmoto1200,2021-09-08 20:26:56-07:00,1,0,NO longer works without location,I am not sure what happened in the latest update but it no longer works unless you turn on the location for the weather - which I never have done and have no intention of doing. It’s the stupidest change that you can’t use the app unless you have the location on. I’ve been using this app for years I liked it a lot but I guess I’m gonna have to go find something different.
hejzkjxiejdbek,2021-09-08 10:04:17-07:00,2,0,I liveLove this app but it randomly said that i didn’t have premium .,Subscribed to premium within my first week of using it. It was working for months but for some reason the app started saying that i didn’t have premium even though I joined premium just a couple of months ago. When I try using the restore purchase feature it says that my subscription couldn’t be verified but in the app store it says i have paid for premium.
Tennesseegroove,2021-09-08 03:14:22-07:00,1,0,New bug before and after latest update-won’t snooze after tapping or shaking,I’ve experienced this two mornings in a row. The app won’t be tapped or jostled into snoozing. It keeps playing the alarm and has to be silenced by using the volume buttons and then I have to turn the alarm off. No snooze for me. Not my favorite way to be awakened.
Bob 12249,2021-09-07 23:43:03-07:00,2,0,Location Services Must be on?,I went to set my alarm and I HAD to enable my location services. Why is this even necessary?
snowe2010,2021-09-07 22:53:02-07:00,1,0,Forces location tracking now,"Most recent update forces you to enable location tracking. Before you were able to ignore the request every time it asked, now you cannot. 

Absolutely ridiculous that a paid app forces location tracking for tracking SLEEP. Immediately lost a family of customers."
nickcafe,2021-09-07 22:40:53-07:00,1,0,App won’t work unless I provide my location?!,"After years of use, suddenly the app won’t function unless I provide location access. The app says it wants that to advise me of the weather. 
Sorry but you are providing all of us with a service we have paid for.  Providing you with our location is not part of the deal.  
Change this now & let me use the service I’ve paid for."
brookiecookie929,2021-09-07 08:05:28-07:00,2,0,Too expensive,It should be free
Ultraviolet247,2021-09-07 07:31:47-07:00,2,0,Stopped working after update,"This App has been awesome up until the update last week. Everything stopped working. I deleted the app, reboot, reinstalled. As early issues. Can’t set time without it moving around spasticity. When it finally unfreeze, I can set the alarm, but the screen is blank without the time. I only way I know it is on is that the iPad let’s me know the microphone is on. In the morning when the alarm goes off. There is no time shown as well. I have to close the app out in the background to turn off the alarm. This is so frustrating!!! Please fix this!!! This was my favorite app until now."
Cubful,2021-09-06 10:16:27-07:00,3,0,I wish it supported the iPad properly….,"I use the iPad to use sleep cycle, as it has better microphones than my iPhone and better battery life. However, despite having the iPad Pro model, I must detached it from the keyboard as SleepCycle only supports portrait mode but not the landscape mode. I just don’t understand why you advertise the app as iPad compatible when it only can be used in portrait mode… please look into this."
Danai girl,2021-09-06 07:28:29-07:00,3,0,New update changes,"I have used this app for almost 10 years and have enjoyed it. My favorite feature is the clock that disappears but reappears with a touch of the screen. Still dark but soon vanishes. The new update now requires the use of location service for weather. I understand the purpose but the fact that it is now required is a little ridiculous. So I will be deleting this app at this time. Just tired of every app wanting all access to some area or another. The lack of choice has made my decision for me. If you do not care or it doesn’t bother you, it is good quality app. Enjoy."
user12783,2021-09-06 04:51:35-07:00,4,0,Great if you’re willing to shell out,This app isn’t free like advertised but it’s worth the money
wwm-review,2021-09-05 20:39:14-07:00,1,1,Careful buying premium.,They make it intentionally difficult to close your account in the hopes that you give up or forget and get charged year after year. Terrible.
mrsteeleftw,2021-09-05 17:48:15-07:00,1,0,Cost money,Was going to use it until I saw subscription fee. Nah I’m good.
Amir.nikookar,2021-09-05 14:21:50-07:00,3,1,Location service,This new feature that location service has to be on for alarm clock is driving me crazy please remove it i cant let my gps deplete my battery!!!!please remove gps error
ashepard,2021-09-05 12:57:36-07:00,1,0,Early Premium adopters now have to pay again,I paid for the lifetime premium app years ago. The recent update took away all the premium features and now requires a subscription for the features.
Justanotherlisa1.0,2021-09-05 09:13:44-07:00,3,0,Frustrating,"The app functions as designed but with my iPhone 11, having the app run over night collecting data caused overheating issues. I canceled my subscription and plan to do more research into apps that will spot check/collect sleep data but not cause the very hot iPhone issue."
RzaGza,2021-09-05 07:28:55-07:00,5,0,Really insightful,"I struggle with sleep, and this app is helping me to understand what’s happening, and how to work on getting better sleep"
Nolimit1776,2021-09-04 07:32:14-07:00,4,0,Back Button if accidentally swiped up,"I love this app and use it every night for many, many years!
I just wish there was an option that if you accidentally swipe up while the app is running then when the mood screen comes up that you can tap go back to sleep or something on that line. 
Many times I have swiped by accident and did not mean to cancel the sleep cycle and get frustrated. It also does not help that if you start a new cycle if you accidentally swiped up, that it does not allow you to combine the new one with the previous one to get the real results of your night. 
The other thing, and have read previously, is the barometer does not show at all and the weather is not always accurate."
Nickg555,2021-09-04 04:28:30-07:00,1,0,Update ruined it.,"I’ve used this app for years and this update ruined it. It was always reliable and now I can’t set the alarm, it just stays on the set alarm page. Now I have to find a new alarm app. I preferred this over the built in alarm as It was much more gentle of an alarm but now it can’t be trusted."
Xosé Mohamdioua,2021-09-04 03:01:39-07:00,5,1,I wake energized.,I suffer from insomnia and general exhaustion from being overworked. I downloaded this app because I started sleeping through alarms and was having issues with my energy throughout the day. Whenever I use it I wake up easily and I don’t have energy crashes throughout the day. I used this app for about three months and then went back to my regular alarm to see if it was all in my head and what a huge difference! Now I only exclusively use this as my alarm and don’t have issues waking up whether I get four hours of sleep or a solid eight. I definitely recommend!
Cam364813,2021-09-03 16:29:47-07:00,5,0,The GOAT,"UPDATE: I need the sleep sounds to last all night rather than just 30 min! 

I’m a med student and this app is the bomb for sleep tracking. And it’s the best frickn alarm clock for someone with insomnia who then oversleeps because it wakes you up gradually. It also records noises you make while sleeping. It could be very useful for people who may have undiagnosed sleep apnea, because someone might not realize how much they actually snore, and this app could help them decide to see the doctor. (Which you should definitely do, because sleep apnea decreases your oxygen levels for many hours as you sleep, which then causes major heart issues!) The only thing I would like you to change is the very annoying pop-up window right before setting my alarm that tells me to turn on location settings."
Emblee30,2021-09-03 16:26:43-07:00,1,0,App’s main features aren’t working.,"I’ve been using this app to track my sleep for a few weeks now. I’ve been shocked at the data at times ( I actually slept last night!  It didn’t feel like it). Thursday night was an up and down night for me and the app said I was in bed 9 hrs 43 minutes and slept 9 hrs 14 minutes. Now, I KNOW that’s not true. I realized I could switch to another app that came with my sleep number bed and Compare the two. The other app looked like results of my ACTUAL nights sleep. It was like 10 hrs in bed and 6 hrs of sleep. I can’t count on this app."
istg theyre all taken,2021-09-03 06:27:29-07:00,1,0,False advertising,"You have to pay for every feature, making the free version unusable. Why even bother with a free version?"
Pakiddoc,2021-09-03 04:17:24-07:00,3,0,"Not very accurate, too many notifications","I have found the reminders increasingly annoying. I am a biphasic sleeper and have a middle of the night awake period, no matter the circumstance. I also don’t like wearing the watch every night, having to charge it when I get up. The app keeps telling me I need to be more regular in my sleep and I’m not tracking enough. 

It does not record my middle of the night wakefulness period, ever. I usually read during this period.

The final straw was yesterday. I did not wear my watch overnight. I had a computer project in the morning. The app decided I had slept for only one hour between 8:30 and 9:30 AM while I was working on the computer and then sent me notifications chiding me about my sleep pattern randomly throughout the day.

I find the annoyances outweigh its usefulness."
Brian_067,2021-09-02 22:16:44-07:00,1,1,Now requiring location to function,Was working fine but now it won’t let me set the time for my alarm unless I grant the app full location permissions which is unnecessary for my purposes. Will have to cancel if not resolved/fixed.
hotdogfever,2021-09-02 12:08:21-07:00,5,0,What happened to the stories??,"UPDATE 9/2/21: stories and sounds are back, looks like they were only down for a few days.  I recommend this app to all my friends who have trouble sleeping. 

All my favorite parts of the app (stories, sounds, etc) seem to be taken out of the app per the latest update. Bummed, told a lot of people to sign up for sleep cycle just for the premium stories and now they’re nowhere to be found."
⏃⋔ ⟒⋏⎅⟒⍀⋔⏃⋏,2021-09-02 07:12:13-07:00,4,0,Good app,its a pretty good app but you need to pay to listen to the recordings
ItsMeTamitha,2021-09-02 06:13:08-07:00,5,0,So worth the money!,This app is fantastic!  I wanted to improve my sleep quality.  I also purchased a Fitbit but I love the detail and features of this app so much I can’t live without it.  The night recordings are so helpful.  Because of the recording feature and a few others I find it to be much more effective than my Fitbit sleep tracker.  At first I couldn’t believe it could be accurate sitting at my bedside but I think it is even better at measuring my sleep behavior and improving my sleep than my my Fitbit which I wear while sleeping.  I LOVE IT!
Mrz. Money,2021-09-02 05:30:56-07:00,1,0,Cancelled Future Subscription & it wiped out everything,"I’ve been using this app since February and have been trying to stick with it despite all of the miscalculations and incorrect documentations of sleep and awake times. I’ve decided to not renew my subscription after this year and was advised my subscription is still active until April 2022 however when I signed back into the app, all of my previously recorded information is gone as if I’ve never used it before. What was the point of subscribing for year if it wasn’t even going to retain my information or let me continue using the services until my subscription actually expires? 

At this point I want nothing more than a refund for the time I’ve wasted but can’t seem to get anyone to respond to any of my emails. My opinion and suggestion to others looking at this, DON’T waste your time or money with this app. Just find something that can be linked to a watch so that you can get more accurate and consistent results."
Nurse_Life,2021-09-01 18:46:27-07:00,1,0,Big fat glitch I want to complain about,"Currently, the app won't even let me set alarm unless I enable location - which I won't do, so I want my money back!!!"
katyillustrates,2021-09-01 17:10:23-07:00,2,0,Caused me to miss meetings.,This is the 3rd time I turn on the alarm at night and it doesn’t go off in the morning. It has led to me to miss my meetings. App deleted.
NicholasCheck,2021-09-01 02:43:51-07:00,2,0,Apple watch features much to desire,"If you open phone prior to shutting off sleep cycle on apple watch. Heart rate is not recorded in app.  

How do i record snoring, sounds and use my apple watch for better tracking, heart rate and blood o2 overnight. Let me guess phone mic and apple watch sleep cycle use. Or just apple watch. 

Please set a non alarm wakeup for applewatch. I dont like setting a time on the weekend as i dont have the same schedule unfortunately, but i still want to track. This is basic. 

Allow me to change wakeup time on watch alarm or phone. I dont recall exactly but this is not always allowed one a cycle is in place. 

Biggest feature request, allow one to tack on /add sleep for the same day. Whether, you get up and end cycle. Then go back to sleep and one that documented. Also possible nap support. I understand this is difficult with data collection and display in app, figure something out.

Have a indicator if sleep cycle is altered/ increased while in use, how much have i slept already and if wakeup changed how many hours sleep will there be.

Show Rem, deep sleep, light sleep, awake, color highlights on graph and also out time for this displayed."
Bravo2-0,2021-09-01 00:24:57-07:00,3,0,Sleep App,"I really wanted to enjoy the feedback but on a night I got about two hours sleep, it showed it took me 5 min. to fall asleep (I was awake 1.5 hrs) before I got up to watch tv. The entire time I was watching tv, it said I was in rem sleep. After that night, I started to lose interest in the app, I haven’t used it in quite a few nights now. I know the apps not perfect but it’s discouraging to know it can’t even recognized when I’ve gotten out of bed. I don’t know what it can do to tell whether you’re asleep or not?"
krystle cler,2021-08-31 23:09:28-07:00,1,0,I GOTTA PAY TO HEAR MYSELF SLEEP???,"Why do we gotta pay just to record ourselfs sleep, what a scam."
Accurate with timely updates!,2021-08-31 20:27:00-07:00,2,0,Great app,"Awesome design and features, poor payment model.
I would have rather chosen to pay for the individual features I wanted."
Kibonzie,2021-08-29 09:26:58-07:00,4,0,Sleep Cycle’s Awesomeness,I really enjoy seeing what my sleeping percentage is and the handy advice the app gives is amazing. The only thing I wish could happen is the ability to listen to the recordings of yourself without paying an extra cost.
chuhydra,2021-08-28 18:58:42-07:00,5,0,Life Changing,I’m now always up on time when I want to be awake.
Lord Kanth,2021-08-28 09:12:59-07:00,4,1,"Not great, but still useful","This app is good for what it is. It certainly isn’t great at diagnosing anything. It does help identify patterns and if snoring is an issue. My biggest complaint is that it seems to have difficulty detecting when I am awake. It hears and correctly identifies that there is talking or baby fussing.  However, it labels these while graphing I am asleep. It also doesn’t seem to respond to me getting up. Doesn’t matter if I have my Apple watch on, carrying my phone, or using my phone.  It still graphs that I am asleep. There is no way to annotate that I was awake between times either.  I could stop and start the app, but that messes up the tracking. 
Fun tool, but could use some seemingly simple improvements."
anamagdar,2021-08-28 01:07:26-07:00,4,0,Amazing App. Please consider my two suggestions,"1 - Allow us to select a group of preset sounds for alarms rather than just random out of ALL. This is because there are some sounds I don’t like or not wakey uppy enough. Also, I don’t wanna just stick with one, I like to randomize.
2 - Let us consolidate consecutive nights into one. This is to not ruin my average sleep duration when I either stop by swiping up to check how many hours I slept so far when I wake up in the middle of my sleep AND to allow biphasic or multiphasic sleepers to track how many hours they slept in a 24 hour period while maintaining their sleep average correctly. If these issues were considered and addressed. I’ll update my review to 5 stars and would be more willing to recommend this app."
Poncho1095,2021-08-27 05:14:23-07:00,2,0,Not a free app,"Downloaded and used thinking this was free, halfway decent app, until I met the pay wall and couldn’t use the app anymore. It’s ok but it’s not worth $30 a year. Uninstalled."
trevko,2021-08-27 04:23:24-07:00,1,0,Could be better,"I downloaded a couple sleep apps to help me track my sleep.. unfortunately this is my least favorite one, but I missed the trial end date so I ended up purchasing and wish I didn’t:/"
SuzCorcoran,2021-08-27 03:41:05-07:00,5,0,A great way to monitor sleep!,I have a Oura ring and love these 2 to help keeping me accountable to getting enough sleep.
Bighoss72002,2021-08-26 20:28:54-07:00,5,0,Great for apnea treatment,"A wonderful app that works great and tracks your sleep fairly accurately for being an iPhone app. It helped with my sleep disorder diagnosis and treatment. 

Some things I would like to see is a greater variety of sleep aid noises (see: Noise Generator as an example) and the ability to maintain the sleep aid noises throughout the night with it maybe dialing down within the wake up window. 

The reason I’d like to see the longer sleep aid is because I suffer from a low arousal threshold when it comes to noises. So even the tiniest of noises wake me from deep cycle stages of sleep (stage 3 and REM). 

Ultimately, thank you for a wonderful app. Sleep is so incredibly important and in my job, for nearly 20 years now, it’s been a back burner type hygiene. Don’t wait. Download this app, improve your sleep habits and it’ll improve your quality of life."
revvvv123,2021-08-25 05:36:39-07:00,1,0,I in no way recommend this app.,You can’t do anything without starting the free trial and i set my alarm for 10:30 but got woken up at  8 and only got 5 hours of sleep I’m never using this app again.
Jim Bob 615,2021-08-24 05:22:16-07:00,3,0,Very frustrated with this Great App,1) Wonderful app. I have used it nearly every night since 2014 and have told so many people about it. 2) extremely frustrated that sleep cycle has joined the fray of requiring users to pay for yet another membership (plus “premium”). I understand it’s a business and business are for making money but I’ve been a plus member for 7 years and now they are asking for more money while putting zero effort into updating and improving the experience for long time members unless they join yet another membership. It’s sad.
ColoradoBorn,2021-08-22 20:35:26-07:00,1,0,Alarm doesn’t always function!,"I have been burned twice now because the alarm has not gone off as it was intended within the last month! I started setting a second alarm just in case and it happens all the time now. I don’t even bother with this app anymore. I don’t know what happened, the app was trustworthy for months before this. Super upsetting! Don’t trust this app on its own if you have anything important to do the next day!"
JMCO47,2021-08-22 04:28:52-07:00,2,0,Very inaccurate,"If your partner possibly snores or is awake it might pick their movements up instead of just yours. I find the time to fall asleep off, time awake in the night inaccurate to be useful to help me deal with wakefulness and sometimes the charts are completely wrong. Therefore the only useful thing is the alarm settings."
"VhshogWriv-38&,./6$?.57$",2021-08-21 04:57:02-07:00,1,1,Not helpful,Only gives you a free seven day trial. Makes you pay $30 a year just to record yourself and do most of what the Apple health app already does. Definietly not worth it. I do not recommend at all.
crocuss8,2021-08-20 21:51:53-07:00,3,0,Account Issues,I got the app 2-3 times and the 1st issue was I made a account and I don’t know what the password was so I uninstalled it and reinstalled it and tried to make my account but it said “You’re already a subscriber” I reseted my password but it still didn’t let me on. Note I’m wanting to see what I do at night weekends and weekdays but I can’t 😓 it’s 12:50 at night but I can’t make a account. And I don’t know what to do. Help??
jamistolis,2021-08-19 19:57:27-07:00,1,0,Misleading,How about telling me I have to pay BEFORE I get through the installation and registration process
erin_quin,2021-08-19 07:35:39-07:00,2,0,Works Only When It Wants,"I used to love this app! I’m not a morning person and the soft alarm sounds to pull you out of a deep sleep into wakeness were amazing. Plus getting analytics of how your nights sleep went was an added bonus. However, over the past several months, the app has randomly stopped working. I will set my alarm and the app turns off overnight, disabling my alarm. More nights during the week than not I’ve been late to work because of it. Just last night I set my alarm at 10:30pm, I double check the red ring around the time in the upper left when I clicked to turn my screen off and on. I woke up at 3:30am because our AC made a weird noise. I checked the alarm at 3:30am and it was off, so I turned it back on again, double checking the red ring around the time. And it turned off AGAIN while I was asleep. I hate waking up to a regular alarm, but I guess I have to now. Sleep Cycle product team - can you please fix this? I’ve updated my phone, the app, turned my phone on and off, everything. It still works only when it wants to."
lucidplays,2021-08-19 06:46:00-07:00,1,0,Not free,Why can’t i just use the app without having to have premium to hear the audios??
JV227,2021-08-19 04:58:42-07:00,1,1,Not worth the download.,"You don’t get enough features unless you pay, just another cash grab app. 

It records you, which isn't creepy at all, but it’s not accurate in the slightest, and if you want to do anything else, you pay. 

You can’t even listen to your own recordings. Like where do they go? Who is listening to you sleep?

Just another app, that has next to nothing unless you pay."
Zootanico,2021-08-18 23:08:12-07:00,5,0,Great for blackmail,"Let me tell you a story.
One evening while I was deep in slumber I was awaken by a loud rumbling noise. Was it an earthquake? No. Was is the water line breaking? No. It was my sister passing gas. She obviously denied it. Luckily for me sleep cycle recorded it. 
Now I have the recording forever and am able to send it to my sister to remind her that I own it therefore I own her and will blackmail her into buying me dinner."
HeadHunter,2021-08-18 14:15:26-07:00,5,0,A very good sleep app and it’s free!,"I am a person who has been living with chronic pain and little exercise for 17 years now. Sleep is always a problem.
In order to get a handle on ones sleep it’s necessary to first understand what is going on before during and after bedtime. I first downloaded the ShutEye and SleepWatch apps. 
SleepWatch is actually very good for a deeper analysis of your sleep minute by minute. And it’s free. Then of course premium offers many other options. They are not important to me. 
ShutEye requires a subscription. Which I have been paying for the past two months.
It turns out that this app, SleepCycle, does everything that ShutEye does with a subscription.
And! SleepCycle is also Apple’s editors choice.
I’ve canceled the ShutEye app.
I will probably keep SleepWatch for a while to follow just a couple little things that SleepCycle does not have. Nonetheless, SleepCycle is all that you need. It provides lots of insight and steers you towards appropriate changes that will help you sleep. I strongly recommend that you try it if this is what you’re looking for.
Great app. I am grateful it’s free."
Ice-Bound,2021-08-18 10:13:46-07:00,3,0,Neither accurate nor reliable,"It doesn’t seem to be aware of when I wake up and get up to walk around (I have Parkinson’s disease with a large helping of restless legs, plus sleep apnea). The wake-up window has never worked for me. The alarm goes off at the earliest possible time, even when by its  own metrics I am in deep sleep. Lately it has also frequently stopped tracking my sleep during the night - did it last night , in fact. Simply closes at a random time during the night. Fortunately I’m retired and don’t need to get up for work, though sometimes I do need to wake up for a doctor’s appointment. I’ve started relying on my Apple Watch for actual alarms. The only message I ever get from the app is something about sleep efficiency. It always gives the same number, and I can find no explanation of what that number means or how it is derived. My sleep is not so consistent that anything should be absolutely the same every single night. I keep using it for the tracking, though I’m not sure why, since it is obviously inaccurate. Also, the labels it gives for sounds are comical (for instance, baby crying, when I am single and in my 70s and live alone). But hearing the sounds is a premium feature, and I’m not about to pay for this, given its shortcomings, so I can’t “improve “ the labels."
akdnneie,2021-08-18 06:55:05-07:00,3,0,Pretty solid app.,good but what’s the point if you can’t even hear the recordings without paying? that was one of the reasons I got it. I never believed I snored or talked during my sleep but the app claimed that i did so i’d at least like to see if it’s true 😅 Other than that it’s a well developed app with no lagging or anything like that. I’m still going to use it!!
Muvment,2021-08-18 02:31:09-07:00,1,0,Was better. Now buggy.,"The app is cool, but had really gone downhill. It’s ability to interface with Philips Hues so often is a constant source of frustration. It’s loss of features does not help. Way to lose first mover advantage."
bellarae07,2021-08-16 22:47:35-07:00,1,1,😕,saw this app on tiktok and i downloaded with high expectations due to everyone talking so highly of it in the comments of the video. when i woke up the next morning i was very disappointed when i saw i had to pay $30 to hear the recording it takes of the sleep talking/snoring. i mean you think a recording of ME would be free for me to listen to right?? also i wish their was a monthly subscription rather a yearly one. would make it mush easier to try out the app and see if i like it rather giving just a week for a trial 👍
Happytypingirl,2021-08-16 21:16:08-07:00,5,0,Phenomenal,I have had this sleep app for years . It’s top notch
the wall pink floyd,2021-08-16 12:16:29-07:00,5,0,Love it,"Simple, easy to use, well thought out, awesome experience and awesome app."
Dzyn4wine,2021-08-16 07:47:17-07:00,2,0,"Not worth the price, asking for refund",I’m in the middle of menopause and awakened through out the night with constant hot flashes and insomnia. I wanted to track my patterns so I can see if the various menopause remedies I am using are helping. The apps information is so arbitrary I get nothing out of it. It tells me my sleep quality is between 82-86% of… what exactly? I know for certain that my sleep quality is about 60% of what it used to be. I prefer SnoreLabs technology and it doesn’t cost as much. Will be contacting Apple for a refund.
briocko,2021-08-16 06:20:33-07:00,5,0,Best Alarm Clock,"I set the alarm for 7-7:30am and it ended up waking me at 7:10am, but it was perfect timing and i felt like i slept so well because it woke me up when i was sleeping the lightest and i feel great!"
