타임스탬프,나이가 어떻게 되시나요?,성별이 어떻게 되시나요?,현재 어떤 신분이신가요?,수면과 관련하여 어려움을 겪으시나요?,스마트 워치를 사용하시나요?,스마트 워치를 차고 주무시나요?,수면 어플을 써보신 적이 있으신가요?,어떤 어플을 쓰셨나요?,어플을 사용하신 이유가 무엇인가요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?
12-10-2021 4:34:35,24,남성,학생,7,아니오,아니오,아니오,,,,,새벽시간,눈 감고 양세기
12-10-2021 4:41:53,23,여성,학생,9,예,아니오,아니오,,,,,시험기간,그냥 눈 감고 누워서 잠 올때까지 기다린다
12-10-2021 4:50:44,20,여성,학생,8,예,예,아니오,,,,,시험기간,계속 눈을 감고 있는다
12-10-2021 5:03:30,20,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,휴대폰을 계속 보다가 졸리면 잔다
12-10-2021 5:31:34,21,여성,학생,9,아니오,아니오,아니오,,,,,마감 기간,핫식스를 먹거나 쪽잠자기
12-10-2021 5:32:00,21,여성,학생,8,예,아니오,아니오,,,,,시험기간,그냥 눈 감고 계속 있어요
12-10-2021 5:38:12,20,여성,학생,5,아니오,아니오,아니오,,,,,커피를 마신날,이동 시간을 이용해 잔다
12-10-2021 6:30:20,21,여성,학생,8,예,예,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",시험기간,안잔다 / asmr,,
12-10-2021 6:53:32,23,여성,학생,4,예,아니오,아니오,,,,,해가 뜨기 전..,발을 따뜻하게 해요 ㅎㅎ
12-10-2021 7:05:53,20,여성,학생,4,아니오,아니오,아니오,,,,,"시험 기간, 사실 거의 매일",쪽잠을 4분씩 자려고 하지만 결국 알람소리 때문에 4분에 한 번씩 깨기만 하고 오래 잠든다.
12-10-2021 7:23:32,24,여성,학생,10,예,예,아니오,,,,,"평소
+방학이 끝나고 개강할 때나 시험기간 이후 망가진 수면 패턴 되돌려야 할 때","밤에 자지 못할 땐 낮잠으로 해결
/잠에 들기 위해서는 asmr

(그런데 이거 질문이 좀 애매한 것 같아요 평소 생활에 있어 밤에 잠을 못잘 때 어떻게 대처하냐는 건지 잠에 들기 어려울 때 잠자리에서 뭘 시도하냐는 건지)"
12-10-2021 7:35:19,21,여성,학생,8,아니오,아니오,아니오,,,,,"평소 생활습관이 바르지 않아서, 일상생활에서 좋은 수면의 중요성에 대해서 체감하고 있습니다.","아무생각 안하려고 하고, 조용하고 어두운 환경 조성"
12-10-2021 7:42:21,21,남성,학생,4,아니오,아니오,아니오,,,,,시험기간,낮잠자기
12-10-2021 7:47:47,21,여성,학생,5,아니오,아니오,아니오,,,,,시험 기간,Asmr이나 노래를 듣는다
12-10-2021 7:56:09,26살,여성,학생,3,예,아니오,네,슬립사이클,수면 분석 리포트,항상..,유튜브 ASMR을 듣습니다,,
12-10-2021 8:00:07,26,남성,학생,7,예,아니오,아니오,,,,,다음날 중요한 일정이있을때,우유마시기
12-10-2021 8:22:31,23,여성,학생,6,예,예,아니오,,,,,"중요한 일이 있을 때(시험, 면접, 자소서 등)",낮잠
12-10-2021 8:31:09,21,여성,학생,8,예,아니오,아니오,,,,,시험 기간,귀마개를 하고 잠을 청한다
12-10-2021 8:36:22,21,여성,학생,7,아니오,아니오,아니오,,,,,"시험 기간, 중요한 스케줄 전날",음악 듣기
12-10-2021 9:06:33,24,여성,취준생,7,아니오,아니오,아니오,,,,,일찍 일어나야 하는 날,잠이 올 때까지 유튜브 시청
12-10-2021 9:15:00,22,여성,학생,3,아니오,아니오,아니오,,,,,시험 기간,잠을 잘 못 잤다면 10-20분 정도의 낮잠을 자거나 잠을 잘 못 잘 때는 ott 플랫폼 혹은 음악을 틀어놓고 배경 소리라고 생각하면서 잠을 청한다
12-10-2021 9:15:24,21,여성,학생,8,예,아니오,아니오,,,,,매일,누워서 잠드려고 노력한다
12-10-2021 9:41:38,21,여성,학생,4,아니오,아니오,아니오,,,,,시험 기간,밤새기
12-10-2021 10:29:39,만 21세,여성,학생,3,예,예,네,삼성 헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,나만의 수면 방법 (숨 느리게 쉬기),,
12-10-2021 11:07:41,21,여성,학생,7,아니오,아니오,아니오,,,,,밤새고 난 다음날,수면유도 음악을 틀어놓고 잠
12-10-2021 11:20:47,21,여성,학생,3,아니오,아니오,아니오,,,,,결과가 좋아야하는 시험 전,카페인 섭취
12-10-2021 11:33:48,25,남성,학생,3,아니오,아니오,아니오,,,,,운동한 날,물을 마시거나 스마트폰 만지지 말기
12-10-2021 11:40:45,22,남성,학생,8,아니오,아니오,아니오,,,,,피곤할 때,계속 눈 감기
12-10-2021 11:42:10,25,여성,학생,9,아니오,아니오,아니오,,,,,"매순간, 입면이 힘듬 ",방법이 없음. 멍때리다 아침이 옴.
12-10-2021 11:44:26,25세,남성,학생,3,아니오,아니오,아니오,,,,,시험 기간,계속 눈을 감는다
12-10-2021 11:47:47,23,여성,시험 준비생,8,예,아니오,아니오,,,,,시험 기간인 요즘,Asmr틀기
12-10-2021 11:49:54,23,여성,학생,9,아니오,아니오,아니오,,,,,시험 기간 같은 특수 기간 제외한 평일(잠으로 체력을 비축해야하는데 그러지 못함),ASMR을 듣는다
12-10-2021 12:21:47,23,여성,학생,9,아니오,아니오,네,슬립사이클,"알람, 수면 유도",평상시,눈 감고 누워있기,,
12-10-2021 12:22:38,22,여성,학생,7,아니오,아니오,아니오,,,,,매일,"유튜브로 침착맨님 영상을 작게 틀어놓고 잡니다. 목소리가 낮고 말을 조용조용하셔서 듣고 있으면 졸리기도 하고, 눈을 감고 가만히 있는 것보다 뭔가 듣고 있으면 시간이 잘 가서 그러다 잠이 듭니다."
12-10-2021 12:24:55,24,남성,시험 준비생,8,예,아니오,아니오,,,,,매일 밤..?,asmr을 튼다
12-10-2021 12:53:10,20,여성,학생,6,아니오,아니오,네,슬립사이클,수면 모니터링,시험기간,잠이 올 때까지 책을 읽거나 티비를 시청한다,,
12-10-2021 13:12:05,25,남성,학생,2,예,아니오,아니오,,,,,시험기간,커피를 많이 마십니다
12-10-2021 13:21:54,만 22세,남성,학생,6,아니오,아니오,아니오,,,,,시험 기간,"쪽잠 자거나, 아니다 싶으면 밤 새는 듯 싶습니다"
12-10-2021 13:44:33,21,여성,학생,7,아니오,아니오,네,슬립사이클,수면 분석 리포트,야간알바 이후 잠이 들때,그냥 누워만 있는다,,
12-10-2021 13:58:57,21,남성,학생,8,아니오,아니오,아니오,,,,,잠이 안올 때,일단 눈을 감고 잠이 올때까지 계속 유지한다. 
12-10-2021 14:14:37,23,여성,학생,8,아니오,아니오,아니오,,,,,피곤할때,성적 자극을 준다
12-10-2021 14:40:28,23,여성,학생,4,아니오,아니오,아니오,,,,,"시험기간, 알바 후",눈 계속 감고 있기
12-10-2021 14:51:13,20,여성,학생,8,예,예,네,필로우,수면 분석 리포트,매일,잠이 올 때까지 휴대폰 사용,,
12-10-2021 14:51:19,21,여성,학생,8,아니오,아니오,아니오,,,,,매일,피곤할때까지 버티다가 잔다
12-10-2021 15:14:35,24,여성,시험 준비생,9,아니오,아니오,아니오,,,,,매일.. 수험생이라 바로 자야하는데 잠이 안와요,유튜브 수면유도 asmr 듣습니다
12-10-2021 15:31:27,24,여성,학생,8,예,예,아니오,,,,,시험기간,눈감고 누워서 강의로 asmr..
12-10-2021 15:43:10,21,여성,학생,9,예,예,아니오,,,,,평상시 ,"매운걸 먹고 토한 뒤에 우유를 마신다, 피곤할때까지 통화한다"
12-10-2021 16:14:16,21,여성,학생,8,예,아니오,네,필로우,알람,평소 일찍 자려고 할 때나 혼자 잘 때,유튜브를 보다가 잠들기,,
12-10-2021 16:24:19,20세,여성,학생,6,아니오,아니오,네,슬립사이클,수면 모니터링,시험 기간 ,누워서 유튜브 영상의 소리를 듣는다,,
12-10-2021 17:29:05,20,여성,학생,8,아니오,아니오,네,슬립사이클,"알람, 수면 유도",시험기간,그냥 안자고 졸릴때까지 딴짓합니당,,
12-10-2021 17:38:10,26살!,남성,학생,8,예,예,네,기억이 안나요ㅠ,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",야간공부 이후,억지로 잠을 청하지 않고 잠이 올때 다시 눕는다,,
12-10-2021 17:41:59,22,여성,학생,3,아니오,아니오,아니오,,,,,시험 기간,안대 + 수면 명상 유튜브
12-10-2021 17:42:36,21,여성,학생,4,예,아니오,네,애플워치 자체 앱,"수면 모니터링, 수면 분석 리포트",시험기간,안잠,,
12-10-2021 17:48:26,20살,여성,학생,6,아니오,아니오,아니오,,,,,시험 기간,보통 낮잠을 자서 졸음을 해결합니다.
12-10-2021 18:10:12,22,여성,학생,10,아니오,아니오,아니오,,,,,항상,잠이 올때까지 기다린다
12-10-2021 18:27:05,23,여성,학생,9,아니오,아니오,아니오,,,,,시험 기간,잠 오는 asmr 영상을 틀거나 읽어주는 책을 듣는 등 수면을 유도하는 다양한 영상들을 본다(듣는다)
12-10-2021 18:35:43,23,남성,학생,8,아니오,아니오,아니오,,,,,시험기간이나 아침출근,졸릴때까지 버티거나 정말 심하면 술한잔 마시고 잔다
12-10-2021 19:12:58,21,여성,학생,10,예,아니오,아니오,,,,,시험 기간,해결하지 못하고 밤을 새는 경우가 많아요
12-10-2021 19:35:36,21,여성,학생,9,아니오,아니오,네,sleel as android,"수면 모니터링, 수면 분석 리포트",시험기간 ,수면유도제 복용 ,,
12-10-2021 20:01:52,22,남성,학생,9,아니오,아니오,아니오,,,,,시험기간,그냥 눕고 눈감기
12-10-2021 20:32:46,21,여성,학생,5,아니오,아니오,아니오,,,,,시험 기간 후,유튜브로 전생체험 asmr 듣기
12-10-2021 20:47:35,26,남성,취준생,5,아니오,아니오,아니오,,,,,매일,그냥 누워서 멍때린다
12-10-2021 20:59:17,22,남성,학생,3,예,아니오,아니오,,,,,12시 이후.,다양한 포지션으로 바꾸기.
12-10-2021 21:17:36,20,여성,학생,6,아니오,아니오,네,슬립모니터,"수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,억지로 자려고 한다 ,,
12-10-2021 21:22:50,21,여성,학생,8,예,아니오,아니오,,,,,꾸준히 아침 일찍 나가야 할 때,잠이 올 때까지 누워있는다
12-10-2021 21:35:08,22,여성,학생,3,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",시험 기간,쪽잠을 통해 순간 피로만 해소하기,,
12-10-2021 21:42:23,22세,여성,학생,7,아니오,아니오,아니오,,,,,중요한 일정 전날밤,
12-10-2021 21:56:42,22,여성,학생,9,아니오,아니오,네,아이폰 앱의 수면 도우미,"알람, 수면 분석 리포트","시험기간, 일상","잠이 올 때까지 뭐라도 한다(공부, 운동) 그래서 매일 3-4시에 자게 되는 것 같다.. 일어나는 시간은 또 8-9시 쯤이라 잠이 충분하지 않은 것 같다. 항상 피로해서 에너지 음료를 달고 산다",,
12-10-2021 22:01:39,21,여성,학생,7,아니오,아니오,네,슬립워치,"수면 모니터링, 수면 분석 리포트",새벽,음악 듣기,,
12-10-2021 22:20:53,20,여성,학생,5,아니오,아니오,아니오,,,,,평소에 피곤할 때,그냥 누워있는다
12-10-2021 22:27:04,22,여성,학생,6,아니오,아니오,아니오,,,,,"신경쓰이는 일이 생길때 (과제, 팀플)",유튜브에서 수면명상을 틀어논다
12-10-2021 22:40:03,22,여성,학생,2,아니오,아니오,아니오,,,,,"하루종일 무기력한 상태로 누워서 보내던 시기가 있었는데, 활동량이 너무 적어서 밤에 잠이 안 와서 힘들었습니다. 다음 날에는 잘해야지 싶다가도 잠을 너무 늦게 자서 오후에 늦게 일어나고 다시 스스로를 자책하게 되는 악순환을 겪었습니다. ","asmr, 맥주"
12-10-2021 22:52:18,25,남성,학생,3,아니오,아니오,아니오,,,,,"시험기간, 중요한 일정 전 날",안대사용
12-10-2021 22:55:48,21,남성,학생,10,예,예,네,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",평소,"가만히 있고, 최대한 아무생각 안하여 잠에 들려고 노력함",,
12-10-2021 23:20:03,23,여성,학생,3,아니오,아니오,아니오,,,,,스트레스받을때,유튜브 수면노래를 틀고 눈감고있습니다
12-10-2021 23:32:56,21,여성,학생,4,아니오,아니오,아니오,,,,,일찍 일어나야 하는 날 전날 밤,잠올때까지 휴대폰 더 보기
12-10-2021 23:41:41,22,여성,학생,6,예,아니오,네,오토슬립,"알람, 수면 모니터링",시험기간,낮잠으로 보충한다,,
12-10-2021 23:59:17,26,남성,취준생,4,예,아니오,네,필로우,수면 모니터링,시험 면접 전,독서하기. 햇빛쐬기,,
12-11-2021 0:10:45,25,여성,학생,3,예,예,네,"애플 수면, 삼성 갤럭시워치 수면","알람, 수면 모니터링","시험기간, 하루를 열심히 보냈을 때",편안한 음악을 듣고 불을 다 끄고 있는다 . 그러면 잠이 솔솔 온다 ,,
12-11-2021 0:19:51,25,여성,직장인,8,아니오,아니오,아니오,,,,,"업무가 많은 시기(연말,연초)",그냥 참아요
12-11-2021 0:40:32,20,여성,학생,6,아니오,아니오,네,슬립사이클,수면 모니터링,"시험기간, 대회전날",그냥 누워있어요,,
12-11-2021 0:41:59,26,여성,학생,7,예,예,아니오,,,,,운동한 날.. 샤워하면 오히려 잠이 깨서 잠이 안 온다,그냥 눈을 감고 폰을 안 보려고 한다. 유튜브에서 수면 asmr을 틀어놓는다.
12-11-2021 0:53:18,23,남성,학생,5,아니오,아니오,아니오,,,,,시험전날,무념무상
12-11-2021 0:57:42,23,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,억지로 눈을 감고 누워있는다
12-11-2021 0:58:31,22,여성,학생,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",방학 중 패턴이 완전히 무너짐.,낮잠으로 보충,,
12-11-2021 1:07:00,22,여성,학생,10,아니오,아니오,아니오,,,,,중요한 일정이 있는 전날 밤,"따뜻한 물을 마시고 몸을 따뜻하게 해준다.
커튼을 치고 불빛이 안 들어오게 막고
휴대폰은 나하고 멀리 떨어뜨려 놓는다.
그래도 잠이 안 오면 간단한 스트레칭(예를 들면 거미자세)를 해주면 몸에 힘이 빠져서 금방 잠이 온다."
12-11-2021 1:19:23,21,남성,학생,4,아니오,아니오,네,필로우,수면 유도,시험기간 후 쉴때,그냥 잠올때까지 눈을 감고있는다,,
12-11-2021 1:24:38,22,여성,학생,7,아니오,아니오,아니오,,,,,과제기간 시험기간,피곤할때까지 핸드폰을 한다
12-11-2021 2:24:51,21,여성,학생,8,아니오,아니오,아니오,,,,,"시험기간, 학기중",졸릴때까지 핸드폰을 한다
12-11-2021 2:34:01,24,남성,학생,2,아니오,아니오,아니오,,,,,시험기간,그냥 눈감고있는다
12-11-2021 2:49:44,26,여성,학생,9,아니오,아니오,아니오,,,,,잡생각이 너무 많을때,유튜브에서 빗소리 asmr을 틀고 몸을 진정시키면서 자려 노력한다.
12-11-2021 3:30:29,21,여성,학생,7,예,예,네,필로우,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험기간, 스트레스 많을 때","ASMR 듣기, 눈감고있기... 졸린 영상보기",,
12-11-2021 3:34:38,25,여성,기타,10,예,아니오,아니오,,,,,일찍일어나야할때 ,asmr
12-11-2021 4:14:33,20,여성,학생,4,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 영상 틀고 눈감기,,
12-11-2021 5:10:41,22세,여성,학생,8,예,예,아니오,,,,,"시험기간(예전엔 단순히 수면 시간이 부족할 뿐 잘잤다면, 요즘은 밤낮이 바뀌어서 계속 오후에 일어나다보니 시험도 걱정이고 밤엔 잠이 안와서 걱정입니다.)",안자거나 노래를 듣거나 유튜브에 백색소음 찾아서 듣습니다.
12-11-2021 6:00:29,26,여성,시험 준비생,10,예,예,아니오,,,,,밤잠잘때.,"유튜브수면명상, 일어나서 다른 거 허디"
12-11-2021 6:45:07,21,남성,학생,10,예,예,네,슬립워치,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험 기간, 평소",수면 유도제 복용,,
12-11-2021 8:28:59,24살,남성,학생,8,아니오,아니오,아니오,,,,,"매일, 매일아침 기상시마다",12시간 이상 자야 개운한 것 같은데 아무리 봐도 이건 비정상 비효율적인 것 같아요 문제가 있어보여요
12-11-2021 8:57:26,27,여성,프리랜서,10,예,아니오,아니오,,,,,항상,핸드폰하고 잠올때까지 뒤척인다
12-11-2021 10:46:39,21,남성,학생,7,아니오,아니오,아니오,,,,,시험기간,
12-11-2021 11:01:55,25,남성,학생,8,아니오,아니오,아니오,,,,,학기중,눈을 감고 있는다
12-11-2021 11:15:06,24,여성,취준생,7,아니오,아니오,아니오,,,,,일상적으로 필요,라디오를 청취
12-11-2021 11:19:39,20,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트","시험기간, 중요한 일정 전날 밤",유튜브같은 동영상을 보거나 눈을 감고있는다,,
12-11-2021 12:42:46,20,여성,학생,8,아니오,아니오,아니오,,,,,매일,눈 뜨고 밤 새기
12-11-2021 13:01:56,20,여성,학생,10,아니오,아니오,아니오,,,,,"시험기간, 매일",Asmr을 듣고잡니다!
12-11-2021 13:02:59,21,여성,학생,5,아니오,아니오,아니오,,,,,평소,"수면 asmr (불멍, 고전, 고래별 등)"
12-11-2021 13:42:30,22,여성,학생,8,아니오,아니오,아니오,,,,,아침에 일찍 일어나야 할 때,게임 
12-11-2021 14:15:04,23,여성,학생,9,아니오,아니오,아니오,,,,,학기중,안자고 낮에 잔다
12-11-2021 14:15:56,24,여성,학생,10,예,예,네,아이폰 건강 기본 어플,수면 모니터링,매일 밤,유튜브 수면 유도 영상,,
12-11-2021 15:10:57,27,여성,시험 준비생,9,아니오,아니오,아니오,,,,,매일,오디오북 틀어놓기
12-11-2021 15:15:53,21,여성,학생,8,아니오,아니오,네,슬립사이클,수면 유도,"시험기간, 몸이 피곤해도 잠이 오지 않는 경우",졸릴 때 까지 버팁니다,,
12-11-2021 15:32:39,22,여성,학생,10,아니오,아니오,네,기억안남 ㅠ,"알람, 수면 모니터링, 수면 분석 리포트","시험기간, 촬영기간",수면 유도제 …,,
12-11-2021 15:39:07,25,여성,학생,6,아니오,아니오,아니오,,,,,힘들 때,
12-11-2021 15:41:36,24,여성,학생,9,예,아니오,아니오,,,,,늘 ..? 항상 잠을 잘 못자서 고통스러워요오오,휴대폰 유튜브를 틀어둡니당
12-11-2021 16:00:26,22,여성,학생,9,예,예,아니오,,,,,시험기간,한약제제 보조제 사용
12-11-2021 16:15:23,24,여성,학생,3,아니오,아니오,아니오,,,,,자고 일어나서 눈 뜨자마자,잠 올 때까지 딴 짓하기
12-11-2021 16:20:54,21,여성,학생,8,예,아니오,아니오,,,,,시험기간,유튜브 틀고 잠
12-11-2021 16:53:54,21,여성,학생,8,아니오,아니오,네,기억안남,"수면 모니터링, 수면 분석 리포트",항상,유튜브 음악 또는 밤샘,,
12-11-2021 16:57:43,19,여성,학생,3,예,예,아니오,,,,,시험기간,짧은 낮잠/에너지음료
12-11-2021 17:47:29,24,여성,학생,4,예,아니오,아니오,,,,,생리할때나 시험기간,잠 올때까지 폰하기
12-11-2021 17:51:18,22,여성,학생,6,아니오,아니오,네,애플기본,수면 분석 리포트,수험준비하면서 규칙적으로 수면습관 형성이 필요함,그냥 잠이 올 때까지 잡생각안하려고 하면서 버틴다,,
12-11-2021 18:29:23,23,여성,학생,7,아니오,아니오,네,슬립사이클,"알람, 수면 분석 리포트","시험 기간, 과제 기간",가만히 누워있는다 / asmr,,
12-11-2021 18:47:14,25,남성,학생,6,아니오,아니오,네,슬립사이클,"코골이, 이갈이 등 녹음",시험 준비 기간,이완법을 이용해 봄,,
12-11-2021 19:47:14,26,남성,학생,8,예,아니오,아니오,,,,,시험기간!!,유튜브 수면유도 소리 켜놓고 잡니다 ㅠㅠ
12-11-2021 19:55:08,20,여성,학생,4,예,예,네,삼성헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,카페인 섭취,,
12-11-2021 20:40:55,28,여성,학생,10,아니오,아니오,네,유튜브 - 수면영상,수면 유도,항상,책읽기 + 따뜻한 차,,
12-11-2021 21:49:58,22,여성,학생,8,아니오,아니오,아니오,,,,,평소,약 먹고 잔다
12-11-2021 21:50:21,26,여성,학생,8,아니오,아니오,아니오,,,,,"학기 중 과제 제출 기간, 낮 활동이 많을 때",수면등을 켜고 책을 읽거나 그냥 눈감고 계속 누워 있음
12-11-2021 22:56:00,20,남성,학생,3,예,아니오,아니오,,,,,다음 날 긴장되는 일이 있을때,그냥 자려고 노력한다
12-11-2021 23:36:33,31,남성,학생,7,예,예,아니오,,,,,늘,어두운 공간 마련 빛차단 
12-12-2021 0:01:46,25,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",시험 기간,"카페인 섭취, 산책, 세수, 찬물에 발담그기",,
12-12-2021 0:02:44,22,여성,학생,3,아니오,아니오,아니오,,,,,생리 중일 때,그냥 계속 누워있는다
12-12-2021 0:07:20,24,남성,학생,8,아니오,아니오,아니오,,,,,시험기간,눈이라도 감고있는다
12-12-2021 0:27:02,20,여성,학생,7,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 보기,,
12-12-2021 0:30:48,23,여성,학생,10,아니오,아니오,아니오,,,,,"시험기간, 과제 마감 시즌",유튜브 수면유도 채널을 틀어놓고 잠
12-12-2021 1:28:00,25,여성,취준생,10,아니오,아니오,아니오,,,,,시험이나 면접 전,"빛 차단, 수면 스프레이"
12-12-2021 1:54:50,24,여성,시험 준비생,10,예,아니오,아니오,,,,,시험 직전,유튜브 수면유도 초음파 
12-12-2021 2:02:17,25,여성,학생,2,예,예,아니오,,,,,시험기간,먹는거먹기
12-12-2021 2:13:53,25,여성,취준생,8,아니오,아니오,아니오,,,,,매일,그냥 잠이 안 오는구나 하고 인정함
12-12-2021 2:35:45,22,여성,학생,10,아니오,아니오,아니오,,,,,생각이 너무 많을 때,잠이 올 때까지 계속 휴대폰을 본다
12-12-2021 3:05:14,22,여성,학생,7,아니오,아니오,네,슬립워치,수면 모니터링,시험기간,억지로 잠을 청하기 보다는 유튜브에서 차분한 느낌의 영상을 10분정도 시청하곤 해요,,
12-12-2021 3:19:06,21,남성,학생,6,아니오,아니오,아니오,,,,,"시험기간,매일",유튜브
12-12-2021 3:37:10,20,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,"잠이 올 때까지 핸드폰, 잔잔한 음악 틀고 눈 감고 있기"
12-12-2021 3:50:40,20,여성,학생,8,아니오,아니오,아니오,,,,,"시험기간, 종요한 날 전날",다큐를 틀어놓거나 잠을 포기한다
12-12-2021 4:47:13,21,여성,학생,3,아니오,아니오,아니오,,,,,시험기간,틈새 잠
12-12-2021 4:47:38,20,남성,학생,7,아니오,아니오,네,S헬스,"알람, 수면 모니터링, 수면 분석 리포트",잘 시간이 얼마 없을때 양질의 잠을 자고싶다,계속 뒤척인다.,,
12-12-2021 5:08:41,20,여성,학생,10,아니오,아니오,아니오,,,,,오랜만에 찾아온 휴일 전날 밤,폰하기
12-12-2021 5:08:41,22,남성,학생,8,예,예,아니오,,,,,"시험 기간, 약속있는날",지칠때까지 무언갈 하다 졸리면 잔다
12-12-2021 5:34:38,21,여성,학생,10,아니오,아니오,네,오토슬립,"알람, 수면 유도","시험 기간, 중요한 약속 등등",잠을 자지 않는다. 그리고 다음 날 카페인 섭취..,,
12-12-2021 7:49:54,21,여성,학생,10,아니오,아니오,아니오,,,,,아침,휴대폰을 무의미하게 만지면서 눈을 피로하게 만든 다음 겨우겨우 잠에 든다
12-12-2021 8:09:45,24,여성,학생,4,아니오,아니오,아니오,,,,,시험 기간,핸드폰을 본다
12-12-2021 8:44:57,22,여성,학생,7,예,아니오,아니오,,,,,"-피곤한데 잠이 바로 들지 않을 때
-시험 기간 이후
-피로가 쌓였을 때","넷플릭스 및 유튜브를 시청하거나
잔잔한 ASMR을 듣습니다 ˙ᵕ˙ 
그러다보면 콘텐츠 시청하느라
잠을 깊게 못자는 단점이 있어요 "
12-12-2021 10:39:41,24,남성,학생,7,예,예,네,슬립사이클,"알람, 수면 모니터링",주말,해결법 찾지 못함,,
12-12-2021 11:28:07,24,여성,학생,4,예,아니오,네,필로우,알람,적정한 낮잠,핸드폰한다,,
12-12-2021 12:37:33,26,여성,취준생,8,예,아니오,아니오,,,,,고민이나 생각이 너무 많아서 잠이 안 올 때,차분한 노래를 듣거나 책을 읽음. 
12-12-2021 13:22:17,20,남성,학생,8,아니오,아니오,아니오,,,,,고강도의 운동을 수행한 날,잠이 올때까지 마냥 누워있는다
12-12-2021 13:39:10,24,여성,학생,3,아니오,아니오,아니오,,,,,시험전날,몸을 피곤하게 만든다
12-12-2021 13:54:53,23,남성,학생,8,아니오,아니오,아니오,,,,,"시험 기간 끝나고 쉴 때, 혹은 그 다음날 일찍 할 일이 있는데 잠이 안올때","정말 중요할 경우 맥주 1캔, 아닐 경우 책 읽기"
12-12-2021 14:05:49,24,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,유튜브를 보며 잠들때까지 기다립니다
12-12-2021 14:07:52,20,여성,학생,7,아니오,아니오,아니오,,,,,평상시 잠이 안와서 매일 3시 넘어서 잠들곤한다,Asmr을 보거나 우유를 데워먹는다
12-12-2021 14:08:26,27,남성,학생,3,아니오,아니오,아니오,,,,,"시험 기간, 바쁠 때",아무 생각도 행동도 하지 않고 누운채로 유지한다
12-12-2021 14:30:08,21,남성,학생,4,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험 기간,일단 그냥 누움,,
12-12-2021 14:50:23,21,여성,학생,4,예,아니오,아니오,,,,,피로함을 낮에 느끼는 시기,일단 핸드폰을 끔
12-12-2021 15:09:54,22,남성,학생,10,아니오,아니오,네,기억이안남.,"알람, 수면 유도",일관된 패턴 유지시,해결을 못함..,,
12-12-2021 15:28:20,23,여성,학생,6,아니오,아니오,아니오,,,,,시험기간,"Asmr 듣기, 핸드폰 서핑"
12-12-2021 16:02:43,21,여성,학생,9,예,예,아니오,,,,,과제 마감 기한,
12-12-2021 16:03:25,20,여성,학생,6,아니오,아니오,네,스노어랩,"코골이, 이갈이 등 녹음",시험기간,몸을 따뜻하게 한다,,
12-12-2021 16:09:34,22,여성,학생,3,아니오,아니오,아니오,,,,,"시험기간, 실습기간",생각을 비우려고 노력한다.
12-12-2021 16:27:51,22,여성,학생,6,예,아니오,아니오,,,,,실습 가기 전날,폰하기영상보기
12-12-2021 16:39:37,23,여성,학생,8,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",아침에 일찍 일어나야할 때,유튜브 영상을 틀어놓는다,,
12-12-2021 16:43:34,22,여성,학생,8,예,아니오,네,clam,수면 유도,매일...,asmr을 듣거나 생각을 떨쳐내고자 노력...,,
12-12-2021 17:29:58,20,여성,학생,7,예,예,아니오,,,,,시험기간,유튜브로 수면 asmr 듣기
12-12-2021 17:59:55,20,여성,학생,9,아니오,아니오,아니오,,,,,"시험기간, 평상시",낮잠을 잔다
12-12-2021 20:25:08,25,여성,직장인,6,예,아니오,아니오,,,,,평일,수면asmr
12-12-2021 20:32:27,26,남성,학생,10,아니오,아니오,아니오,,,,,다음날 일찍 일정이 있을 때,잠깐 일어나서 서성이다가 눕는다
12-12-2021 20:48:13,23,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,막연히 눈을 감고 있는다
12-12-2021 21:08:26,21,여성,학생,6,아니오,아니오,아니오,,,,,시험 일주일 전,잠들 때까지 휴대폰하기
